Attrition_Flag,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Avg_Open_To_Buy,Avg_Utilization_Ratio,Attrition E,Gender E
Existing Customer,43,F,4,23,2,1,1,1438.3,0,0,1
Existing Customer,41,F,3,32,2,1,2,1150,0.63,0,1
Existing Customer,48,F,3,40,2,6,1,2337,0,0,1
Existing Customer,50,F,3,34,2,2,2,1724,0.575,0,1
Existing Customer,42,F,4,24,2,2,2,1219,0.644,0,1
Existing Customer,44,M,3,36,1,1,1,10450,0.194,0,0
Existing Customer,45,M,3,36,2,1,0,1684,0.276,0,0
Attrited Customer,39,F,3,26,2,2,3,3521,0.195,1,1
Existing Customer,46,M,3,33,2,2,1,12745,0,0,0
Existing Customer,39,M,2,36,2,2,1,899,0.498,0,0
Existing Customer,40,F,3,30,2,3,2,2969,0,0,1
Existing Customer,43,M,3,35,2,6,3,3382,0.32,0,0
Existing Customer,49,F,3,32,1,3,3,3974,0.264,0,1
Attrited Customer,46,F,1,28,5,2,6,2069,0,1,1
Existing Customer,52,F,2,45,2,2,1,3192,0,0,1
Existing Customer,48,F,3,37,2,2,1,1033,0.509,0,1
Existing Customer,44,M,4,34,2,2,3,1015,0.459,0,0
Attrited Customer,57,F,3,43,5,3,2,1462,0,1,1
Existing Customer,40,F,2,29,1,3,3,1014,0.569,0,1
Existing Customer,54,F,3,49,2,2,2,1719,0,0,1
Existing Customer,47,F,4,36,1,1,0,1438.3,0,0,1
Existing Customer,26,F,0,20,2,2,2,138,0.945,0,1
Existing Customer,33,F,1,20,2,2,3,4883,0,0,1
Existing Customer,38,M,3,29,2,1,3,1612,0.528,0,0
Attrited Customer,59,F,0,52,2,4,3,1852,0,1,1
Existing Customer,35,F,2,25,2,3,3,1325,0.603,0,1
Attrited Customer,45,F,4,41,6,3,2,1268,0.665,1,1
Existing Customer,61,M,0,49,1,2,3,748,0.664,0,0
Attrited Customer,55,F,1,36,2,3,2,2831,0.219,1,1
Existing Customer,58,F,0,47,2,2,1,892,0.593,0,1
Existing Customer,41,F,5,28,2,3,1,729,0.726,0,1
Existing Customer,42,M,4,38,1,4,1,2444,0,0,0
Existing Customer,45,F,4,32,1,1,1,1097,0.671,0,1
Existing Customer,45,F,3,32,2,3,2,599,0.78,0,1
Attrited Customer,51,F,1,43,4,3,3,144,0.914,1,1
Existing Customer,40,F,2,28,1,3,3,1073,0.608,0,1
Existing Customer,57,F,2,47,1,3,1,731,0.577,0,1
Existing Customer,50,F,1,46,2,2,1,18734,0.032,0,1
Existing Customer,53,M,0,42,1,2,0,12241,0.087,0,0
Existing Customer,45,F,3,39,2,2,3,1438.3,0,0,1
Existing Customer,42,F,3,35,2,3,3,4757,0.248,0,1
Attrited Customer,49,F,4,42,2,4,3,58,0.977,1,1
Existing Customer,55,F,1,43,2,1,2,1695,0.5,0,1
Existing Customer,48,F,3,40,2,3,1,5298,0,0,1
Existing Customer,44,F,2,32,1,3,3,979,0.615,0,1
Attrited Customer,63,M,1,52,6,4,3,11817,0.175,1,0
Existing Customer,48,F,5,43,1,1,3,1248,0.566,0,1
Attrited Customer,41,F,5,28,2,3,3,534,0.645,1,1
Existing Customer,45,F,2,36,2,2,2,1839,0,0,1
Existing Customer,54,F,2,35,1,4,2,1685,0,0,1
Existing Customer,48,F,3,36,1,1,3,3828,0.211,0,1
Existing Customer,40,F,3,27,1,1,1,323,0.886,0,1
Existing Customer,47,F,4,36,1,2,1,1050,0.647,0,1
Attrited Customer,45,F,4,27,1,2,3,34516,0,1,1
Existing Customer,39,F,1,35,1,5,1,1961,0,0,1
Existing Customer,53,F,2,36,2,3,2,958,0.556,0,1
Existing Customer,53,F,0,40,1,3,3,358,0.871,0,1
Existing Customer,29,F,1,21,2,1,3,1013,0.642,0,1
Existing Customer,44,F,4,35,2,5,3,177,0.886,0,1
Attrited Customer,46,M,2,36,5,2,2,6362,0,1,0
Existing Customer,40,M,3,36,1,3,2,9751,0.145,0,0
Existing Customer,40,F,2,27,2,6,2,1965,0,0,1
Existing Customer,42,F,2,29,1,2,2,1622,0,0,1
Existing Customer,38,F,4,27,1,3,1,417,0.76,0,1
Attrited Customer,54,F,2,36,1,3,3,8827,0,1,1
Existing Customer,49,M,4,36,2,3,3,23180,0.044,0,0
Attrited Customer,52,F,3,36,2,3,3,470,0.755,1,1
Existing Customer,38,F,4,27,2,3,3,1438.3,0,0,1
Existing Customer,44,F,2,26,2,1,3,976,0.513,0,1
Existing Customer,44,F,1,37,1,2,3,4359,0.221,0,1
Existing Customer,52,F,3,38,2,1,2,988,0.718,0,1
Attrited Customer,56,F,3,44,4,3,2,1072,0.357,1,1
Attrited Customer,47,F,5,36,2,3,2,1636,0,1,1
Existing Customer,52,F,3,38,1,2,3,2370,0.278,0,1
Existing Customer,50,F,3,42,1,3,2,1477,0,0,1
Attrited Customer,44,F,4,36,6,3,3,1905,0,1,1
Existing Customer,39,M,2,19,1,2,1,6146,0,0,0
Existing Customer,53,M,2,40,2,3,0,1068,0.6,0,0
Existing Customer,42,M,4,38,2,2,2,13426,0,0,0
Attrited Customer,48,M,3,43,2,3,3,8959,0.016,1,0
Existing Customer,47,M,2,35,1,3,1,29134,0.038,0,0
Existing Customer,51,M,3,39,1,2,1,5338,0.247,0,0
Existing Customer,56,F,3,36,2,3,2,1211,0.353,0,1
Existing Customer,33,F,4,26,1,2,3,357,0.876,0,1
Existing Customer,36,M,2,36,2,2,1,5103,0.245,0,0
Attrited Customer,57,M,2,38,1,2,4,23263,0.046,1,0
Existing Customer,39,F,1,21,1,2,1,1502,0.476,0,1
Attrited Customer,59,M,0,48,2,6,2,13172,0,1,0
Attrited Customer,41,F,2,36,4,3,3,97,0.956,1,1
Attrited Customer,29,F,0,19,2,1,2,744,0.772,1,1
Existing Customer,39,F,3,21,1,2,1,5027,0,0,1
Existing Customer,47,F,2,36,1,3,3,1811,0,0,1
Existing Customer,49,M,1,36,2,3,2,1131,0.541,0,0
Existing Customer,43,F,3,36,1,3,3,5750,0.242,0,1
Attrited Customer,46,F,2,36,2,3,2,1548,0.619,1,1
Attrited Customer,60,M,1,48,1,5,3,28930,0,1,0
Existing Customer,48,M,4,33,1,3,2,2848,0.426,0,0
Attrited Customer,50,M,3,45,6,4,3,2049,0,1,0
Existing Customer,47,M,3,41,2,3,3,1943,0,0,0
Existing Customer,56,F,1,38,1,2,1,2020,0.42,0,1
Existing Customer,43,M,3,38,3,5,1,21154,0.098,0,0
Existing Customer,51,F,2,31,2,1,3,679,0.706,0,1
Existing Customer,42,M,3,36,2,3,3,17336,0.046,0,0
Existing Customer,49,F,2,36,3,1,3,735,0.774,0,1
Existing Customer,47,F,3,41,3,3,0,777,0.732,0,1
Existing Customer,44,M,3,32,3,4,2,32709,0.052,0,0
Existing Customer,44,M,3,34,3,1,2,31999,0.073,0,0
Existing Customer,53,M,3,43,3,1,3,32081,0.071,0,0
Existing Customer,41,M,3,37,3,3,2,6295,0.197,0,0
Existing Customer,49,M,2,38,3,6,3,15336,0.07,0,0
Existing Customer,49,M,1,36,2,2,3,4023,0.354,0,0
Existing Customer,42,F,3,13,3,2,3,4600,0.243,0,1
Existing Customer,50,M,3,39,3,3,2,19106,0.104,0,0
Existing Customer,51,M,3,36,2,3,3,317,0.801,0,0
Existing Customer,52,F,3,36,3,1,2,575,0.71,0,1
Existing Customer,48,M,3,36,2,1,1,15618,0,0,0
Existing Customer,44,M,2,33,3,1,1,32831,0.048,0,0
Existing Customer,40,F,2,35,2,1,2,831,0.673,0,1
Existing Customer,42,M,1,36,2,1,2,3249,0.318,0,0
Existing Customer,43,F,3,37,2,3,1,14786,0.108,0,1
Existing Customer,42,M,3,36,2,2,1,5179,0.158,0,0
Existing Customer,42,F,4,36,2,3,2,14800,0.074,0,1
Existing Customer,51,F,4,40,3,2,2,3340,0.35,0,1
Existing Customer,61,F,1,56,3,2,2,1155,0.662,0,1
Existing Customer,59,M,0,36,3,2,2,9987,0.092,0,0
Existing Customer,46,F,4,37,3,3,3,2490,0,0,1
Existing Customer,51,M,2,46,2,3,2,33702,0.024,0,0
Existing Customer,48,F,3,36,2,2,1,908,0.635,0,1
Existing Customer,44,F,4,36,3,2,2,2055,0,0,1
Existing Customer,56,M,2,48,2,2,1,12330,0.14,0,0
Existing Customer,42,F,1,28,3,3,0,2443,0.292,0,1
Existing Customer,40,M,2,36,3,2,1,20304,0,0,0
Existing Customer,61,F,1,55,2,3,2,6839,0.174,0,1
Existing Customer,45,M,4,35,2,2,2,9236,0.184,0,0
Attrited Customer,49,M,2,43,2,3,3,465,0.805,1,0
Existing Customer,47,M,3,36,2,3,1,9572,0.197,0,0
Existing Customer,45,F,3,32,2,5,1,1980,0.328,0,1
Existing Customer,43,M,3,36,2,1,2,4132,0.234,0,0
Existing Customer,42,M,3,29,3,3,1,9777,0.205,0,0
Existing Customer,42,M,5,23,3,2,3,7253,0,0,0
Existing Customer,43,F,3,36,3,3,3,20455,0.067,0,1
Existing Customer,40,M,3,28,2,2,3,10935,0.187,0,0
Existing Customer,50,F,3,44,2,1,3,22439,0.093,0,1
Existing Customer,53,F,3,45,2,2,1,2823,0.429,0,1
Attrited Customer,49,M,1,40,6,1,4,14973,0,1,0
Existing Customer,44,M,4,31,3,2,3,18416,0.066,0,0
Existing Customer,49,M,4,29,2,2,2,27173,0.085,0,0
Existing Customer,42,F,4,31,3,2,1,5559,0.177,0,1
Existing Customer,43,F,3,36,3,3,2,7033,0.258,0,1
Existing Customer,51,F,3,46,3,2,2,2485,0.426,0,1
Existing Customer,40,F,3,30,2,5,2,362,0.854,0,1
Existing Customer,57,F,4,45,2,2,3,1315,0.57,0,1
Existing Customer,51,M,0,44,3,2,3,32591,0.056,0,0
Existing Customer,49,M,2,36,3,3,1,23375,0.072,0,0
Existing Customer,61,M,1,54,3,3,1,6540,0.088,0,0
Existing Customer,62,M,2,56,2,3,2,16841,0.076,0,0
Existing Customer,39,M,1,28,3,1,3,32499,0.058,0,0
Existing Customer,52,M,2,34,2,1,1,4813,0,0,0
Existing Customer,38,F,1,27,2,2,2,22448,0.101,0,1
Existing Customer,50,F,3,38,3,2,2,10402,0.172,0,1
Existing Customer,43,M,3,30,3,1,2,31999,0.073,0,0
Existing Customer,53,F,2,48,2,2,2,7077,0.143,0,1
Existing Customer,42,M,4,27,2,3,2,11901,0.138,0,0
Existing Customer,43,F,1,30,3,2,0,3796,0.334,0,1
Existing Customer,43,F,4,35,3,3,0,4984,0.227,0,1
Existing Customer,57,M,2,51,2,3,3,4279,0.219,0,0
Existing Customer,50,F,0,42,3,4,2,2155,0.425,0,1
Existing Customer,48,M,4,40,2,3,3,28264,0.064,0,0
Existing Customer,41,M,3,36,2,2,1,4664,0.197,0,0
Existing Customer,44,M,3,36,2,2,1,3605,0,0,0
Existing Customer,44,F,4,39,2,1,3,14898,0.128,0,1
Existing Customer,43,F,2,37,3,3,1,4043,0.249,0,1
Existing Customer,51,M,3,36,2,1,3,33755,0.022,0,0
Existing Customer,47,M,4,30,3,3,1,25306,0.087,0,0
Existing Customer,47,F,3,39,3,2,1,17281,0.058,0,1
Existing Customer,38,M,1,30,2,1,1,25582,0.077,0,0
Existing Customer,46,M,3,42,3,2,1,6926,0.164,0,0
Existing Customer,41,F,4,36,3,2,3,19704,0,0,1
Existing Customer,47,M,2,41,2,2,2,19128,0.103,0,0
Existing Customer,41,M,1,30,3,3,2,32407,0.061,0,0
Existing Customer,49,F,2,37,2,1,3,5752,0.184,0,1
Existing Customer,44,M,4,37,3,3,1,11871,0.175,0,0
Attrited Customer,48,F,4,38,3,3,3,3414,0.119,1,1
Existing Customer,44,M,4,24,2,2,2,4752,0,0,0
Existing Customer,50,F,4,36,3,2,1,32420,0.061,0,1
Attrited Customer,59,F,1,46,2,3,2,5545,0.259,1,1
Attrited Customer,49,F,3,36,2,3,3,33243,0.037,1,1
Existing Customer,42,M,4,36,2,2,1,32263,0.065,0,0
Existing Customer,52,M,3,36,3,3,2,16259,0.113,0,0
Existing Customer,46,M,3,34,3,6,1,913,0.596,0,0
Existing Customer,41,M,1,32,3,4,2,9348,0.125,0,0
Existing Customer,39,F,4,27,2,1,1,7263,0.154,0,1
Existing Customer,46,F,2,30,3,1,0,3352,0.39,0,1
Existing Customer,45,F,2,31,2,1,2,763,0.608,0,1
Existing Customer,53,M,3,47,2,1,3,4490,0.279,0,0
Existing Customer,42,M,3,32,2,1,3,6298,0.164,0,0
Existing Customer,44,F,3,34,3,3,2,12177,0.105,0,1
Attrited Customer,47,F,3,31,3,3,2,31999,0.073,1,1
Existing Customer,46,M,3,33,3,1,3,33803,0.021,0,0
Existing Customer,38,F,3,31,2,3,2,14221,0.11,0,1
Existing Customer,46,F,3,36,3,2,2,766,0.68,0,1
Existing Customer,39,M,2,34,2,2,2,33434,0.031,0,0
Existing Customer,47,M,2,41,2,3,3,19509,0.063,0,0
Existing Customer,46,M,4,36,2,2,3,33090,0.041,0,0
Existing Customer,45,M,2,36,2,1,3,1622,0.566,0,0
Existing Customer,50,F,2,39,3,2,2,137,0.94,0,1
Existing Customer,43,F,3,36,2,3,0,5990,0.185,0,1
Existing Customer,48,M,3,34,2,2,1,508,0.734,0,0
Existing Customer,50,F,3,43,2,3,3,3460,0.186,0,1
Existing Customer,40,F,2,36,3,1,2,886,0.585,0,1
Existing Customer,46,M,4,36,3,2,2,17262,0.089,0,0
Existing Customer,45,M,4,35,2,2,3,12259,0.088,0,0
Existing Customer,53,M,1,36,3,3,3,7690,0.144,0,0
Existing Customer,49,F,2,38,3,3,1,5272,0.21,0,1
Existing Customer,52,F,2,34,3,3,3,4588,0.268,0,1
Existing Customer,47,M,0,36,3,2,1,32603,0.055,0,0
Existing Customer,47,M,2,36,3,2,2,33252,0.037,0,0
Existing Customer,43,M,2,33,1,2,1,11910,0.095,0,0
Existing Customer,49,M,3,38,2,3,3,8816,0.115,0,0
Existing Customer,40,F,3,28,2,2,3,7224,0.218,0,1
Existing Customer,53,F,4,44,1,1,3,3088,0.348,0,1
Attrited Customer,51,F,1,36,2,3,2,2710,0,1,1
Existing Customer,46,M,2,32,1,2,2,261,0.87,0,0
Existing Customer,41,M,3,28,2,2,0,32418,0.061,0,0
Existing Customer,42,F,0,28,1,1,1,7289,0.172,0,1
Existing Customer,50,M,2,40,1,2,3,23047,0.066,0,0
Existing Customer,51,M,2,40,1,2,3,23453,0,0,0
Existing Customer,44,M,3,36,1,2,2,33410,0.032,0,0
Existing Customer,49,M,4,36,1,2,2,4554,0.258,0,0
Existing Customer,51,F,2,36,2,2,1,13780,0.069,0,1
Existing Customer,53,F,5,41,2,1,3,8116,0.173,0,1
Existing Customer,49,F,4,29,1,3,2,1641,0.581,0,1
Existing Customer,59,M,1,36,1,5,2,10853,0.115,0,0
Existing Customer,47,F,2,42,2,3,1,1221,0.625,0,1
Existing Customer,50,M,3,35,1,2,1,16611,0.126,0,0
Existing Customer,44,M,4,36,2,2,1,32881,0.047,0,0
Existing Customer,48,M,4,37,2,1,1,13197,0,0,0
Attrited Customer,47,M,3,39,5,3,2,22599,0,1,0
Existing Customer,43,M,4,31,1,1,2,20940,0.107,0,0
Existing Customer,40,M,2,26,1,3,1,3161,0.397,0,0
Existing Customer,41,M,4,33,1,1,3,30262,0.041,0,0
Existing Customer,46,F,3,36,2,2,3,3701,0.405,0,1
Existing Customer,47,M,2,42,1,2,2,32497,0.058,0,0
Existing Customer,44,M,0,36,1,1,1,27988,0.054,0,0
Existing Customer,52,F,2,40,2,1,3,1038,0.622,0,1
Existing Customer,39,M,3,31,2,2,3,779,0.726,0,0
Existing Customer,53,F,2,49,1,2,3,7968,0.177,0,1
Existing Customer,49,M,0,36,1,2,1,25209,0.062,0,0
Existing Customer,52,F,2,40,2,2,1,4086,0.215,0,1
Existing Customer,46,M,4,36,2,2,3,13678,0.09,0,0
Existing Customer,44,F,2,36,1,1,2,1112,0.642,0,1
Existing Customer,52,F,2,39,2,1,1,9835,0.195,0,1
Existing Customer,52,M,4,45,2,2,3,21369,0.074,0,0
Existing Customer,50,F,2,40,1,2,2,1179,0.456,0,1
Existing Customer,55,M,3,49,2,1,3,33706,0.023,0,0
Existing Customer,45,M,5,38,1,2,3,4581,0.336,0,0
Attrited Customer,44,M,2,38,1,2,1,23377,0.097,1,0
Attrited Customer,46,F,3,36,4,2,3,2152,0.314,1,1
Existing Customer,49,M,1,38,2,2,3,10197,0.154,0,0
Existing Customer,53,F,2,38,2,3,3,15157,0.086,0,1
Existing Customer,60,F,1,48,1,2,1,32974,0.045,0,1
Existing Customer,47,M,3,38,2,1,2,32329,0.026,0,0
Existing Customer,54,F,2,41,2,1,3,8908,0.172,0,1
Existing Customer,39,M,2,29,1,1,3,8458,0.151,0,0
Existing Customer,46,F,3,35,6,5,1,968,0.532,0,1
Existing Customer,43,F,3,34,4,2,2,9491,0.165,0,1
Existing Customer,53,M,4,36,3,3,2,33179,0.039,0,0
Existing Customer,44,M,3,32,2,1,1,20001,0,0,0
Existing Customer,48,M,2,42,2,3,2,7227,0.177,0,0
Existing Customer,41,M,3,28,1,3,3,5225,0.268,0,0
Attrited Customer,45,F,4,36,1,3,3,1960,0.562,1,1
Existing Customer,41,F,3,30,1,2,3,4085,0.237,0,1
Existing Customer,51,M,1,38,2,3,2,34516,0,0,0
Attrited Customer,44,M,4,36,5,3,2,761,0.678,1,0
Existing Customer,39,M,2,29,2,2,3,22444,0.041,0,0
Existing Customer,40,M,3,36,1,1,3,2816,0.386,0,0
Existing Customer,41,M,3,36,2,3,2,5435,0.172,0,0
Attrited Customer,46,F,4,27,1,2,3,6030,0,1,1
Attrited Customer,50,M,4,41,4,3,3,6982,0,1,0
Existing Customer,50,M,3,36,2,3,3,5128,0,0,0
Attrited Customer,48,M,3,28,2,2,1,9405,0,1,0
Existing Customer,49,M,2,39,1,1,2,33398,0.032,0,0
Existing Customer,49,M,2,40,2,4,1,13198,0.099,0,0
Existing Customer,41,M,5,37,1,3,2,10061,0.2,0,0
Existing Customer,36,F,4,16,1,2,2,3148,0.28,0,1
Existing Customer,52,F,1,42,1,3,1,1446,0.577,0,1
Existing Customer,42,M,4,33,1,2,1,6224,0,0,0
Existing Customer,49,F,2,38,2,3,2,8224,0.234,0,1
Attrited Customer,41,M,2,36,2,3,3,33829,0.02,1,0
Existing Customer,50,M,1,45,2,2,0,33002,0.044,0,0
Attrited Customer,53,F,4,43,1,3,2,6058,0,1,1
Existing Customer,49,M,4,39,2,3,2,7646,0.107,0,0
Attrited Customer,46,M,3,34,4,3,3,9959,0,1,0
Existing Customer,51,F,5,36,1,1,1,5569,0.272,0,1
Existing Customer,51,M,3,42,2,4,1,798,0.585,0,0
Existing Customer,51,F,2,33,2,1,3,3985,0.292,0,1
Existing Customer,54,F,2,36,1,3,3,1566,0.311,0,1
Existing Customer,46,M,5,31,1,2,2,32714,0.052,0,0
Attrited Customer,43,M,3,36,6,2,2,7314,0.224,1,0
Existing Customer,48,F,3,37,2,1,3,4995,0.331,0,1
Existing Customer,43,F,3,36,2,2,2,2568,0.333,0,1
Attrited Customer,41,M,3,32,2,2,1,34516,0,1,0
Existing Customer,49,M,3,45,2,1,1,3427,0.283,0,0
Existing Customer,51,F,3,39,1,1,2,32643,0.054,0,1
Existing Customer,47,F,5,42,2,2,3,2903,0.438,0,1
Attrited Customer,53,F,2,46,6,1,2,3199,0,1,1
Existing Customer,55,F,2,42,2,3,2,19415,0.077,0,1
Existing Customer,51,M,1,39,2,3,2,32064,0.071,0,0
Existing Customer,40,F,1,36,1,2,2,6540,0,0,1
Attrited Customer,60,F,2,54,1,6,2,6330,0.222,1,1
Existing Customer,40,F,5,24,2,1,2,32755,0.021,0,1
Existing Customer,46,F,5,36,2,3,1,3680,0.33,0,1
Existing Customer,42,F,3,33,2,3,1,2250,0.407,0,1
Existing Customer,46,F,2,36,1,1,1,3655,0.368,0,1
Existing Customer,51,F,0,39,1,3,2,18577,0.042,0,1
Existing Customer,43,F,4,28,2,2,1,904,0.681,0,1
Existing Customer,41,F,3,31,2,2,2,2112,0.483,0,1
Existing Customer,47,M,3,38,1,3,2,31987,0,0,0
Attrited Customer,43,M,4,25,1,2,2,7069,0.218,1,0
Existing Customer,47,F,3,40,1,2,2,8611,0.226,0,1
Existing Customer,51,M,2,41,1,3,3,1004,0.672,0,0
Existing Customer,44,F,4,31,2,2,3,21846,0.089,0,1
Existing Customer,44,M,1,29,2,1,3,33574,0.027,0,0
Existing Customer,39,F,0,26,1,1,1,20908,0.052,0,1
Existing Customer,53,F,2,35,1,2,3,1506,0.315,0,1
Existing Customer,45,M,3,33,2,3,3,7723,0.17,0,0
Existing Customer,47,M,3,38,2,4,3,33174,0.039,0,0
Existing Customer,40,M,2,32,1,3,2,5948,0.214,0,0
Existing Customer,50,F,3,34,2,3,3,11343,0,0,1
Existing Customer,47,F,2,35,2,1,1,13868,0.085,0,1
Existing Customer,55,M,2,46,2,1,1,10795,0,0,0
Existing Customer,44,F,2,36,2,1,0,5311,0.199,0,1
Existing Customer,54,F,1,48,1,1,2,6444,0.248,0,1
Existing Customer,40,M,4,36,2,1,1,32186,0.068,0,0
Existing Customer,50,M,2,42,2,3,3,31999,0.073,0,0
Attrited Customer,49,M,3,42,2,4,2,14895,0,1,0
Existing Customer,49,F,4,36,1,1,3,1379,0.477,0,1
Existing Customer,39,F,1,31,1,3,1,7291,0.233,0,1
Attrited Customer,43,M,2,30,1,2,2,8379,0.231,1,0
Existing Customer,43,F,0,35,1,1,0,7316,0.129,0,1
Existing Customer,45,F,3,36,2,3,2,10426,0.16,0,1
Attrited Customer,47,F,4,36,4,3,3,6495,0.04,1,1
Existing Customer,45,F,4,36,2,1,1,2737,0,0,1
Existing Customer,34,F,2,16,2,2,1,30561,0.054,0,1
Existing Customer,52,M,2,43,1,2,2,32928,0.046,0,0
Existing Customer,33,F,1,24,2,3,2,13995,0.125,0,1
Attrited Customer,43,M,2,33,1,3,2,33431,0.031,1,0
Existing Customer,42,M,5,27,1,3,1,719,0.705,0,0
Existing Customer,49,M,3,36,2,3,1,3572,0.216,0,0
Existing Customer,55,M,3,36,1,3,3,10120,0.076,0,0
Existing Customer,39,F,1,30,1,2,3,8768,0.157,0,1
Existing Customer,40,F,3,28,2,1,2,20488,0.084,0,1
Existing Customer,46,M,2,34,1,3,2,2430,0.367,0,0
Existing Customer,46,M,3,32,2,1,3,32562,0.057,0,0
Attrited Customer,58,M,1,45,1,3,2,34516,0,1,0
Existing Customer,44,F,3,26,1,3,1,9075,0.166,0,1
Existing Customer,42,M,3,26,2,1,2,4367,0.253,0,0
Existing Customer,50,M,2,32,1,2,1,9582,0.171,0,0
Existing Customer,46,M,2,39,2,2,3,9384,0.211,0,0
Existing Customer,37,M,3,19,1,2,2,2273,0,0,0
Existing Customer,57,F,3,36,2,2,1,575,0.813,0,1
Existing Customer,52,M,2,41,1,2,2,7400,0.204,0,0
Existing Customer,62,F,0,53,1,2,3,4136,0,0,1
Existing Customer,45,M,5,25,1,5,1,10938,0.118,0,0
Existing Customer,57,M,1,45,1,6,1,13635,0.093,0,0
Existing Customer,44,F,3,40,1,1,3,4290,0.334,0,1
Existing Customer,42,F,4,36,1,4,2,6632,0.112,0,1
Existing Customer,40,F,2,36,2,2,3,2515,0.295,0,1
Existing Customer,47,M,3,43,1,3,3,831,0.701,0,0
Existing Customer,51,M,1,31,2,5,2,32525,0.058,0,0
Existing Customer,45,F,3,33,1,2,3,1667,0.601,0,1
Existing Customer,50,M,2,43,2,2,1,22595,0.027,0,0
Existing Customer,46,M,3,27,1,2,2,5452,0.216,0,0
Existing Customer,47,F,1,36,2,3,3,4791,0.329,0,1
Existing Customer,43,F,4,38,1,1,1,1820,0,0,1
Existing Customer,52,M,1,36,2,2,3,1304,0.556,0,0
Existing Customer,46,F,3,36,1,3,2,4237,0.362,0,1
Existing Customer,41,M,2,31,2,3,3,29305,0.07,0,0
Attrited Customer,52,M,1,34,2,3,1,34516,0,1,0
Existing Customer,52,F,1,35,1,3,3,937,0.522,0,1
Attrited Customer,51,M,3,37,6,2,2,33527,0.029,1,0
Existing Customer,49,M,5,42,2,1,3,5783,0.259,0,0
Existing Customer,55,M,3,44,2,2,3,4618,0.285,0,0
Existing Customer,46,M,1,37,1,2,2,10168,0.104,0,0
Attrited Customer,43,M,3,31,2,3,4,23388,0.025,1,0
Attrited Customer,46,F,4,33,5,3,5,2879,0,1,1
Existing Customer,49,M,4,40,2,3,2,5476,0.286,0,0
Existing Customer,41,M,2,24,2,2,1,33494,0.03,0,0
Existing Customer,37,M,2,36,1,2,3,5123,0.237,0,0
Existing Customer,51,M,2,40,1,3,1,9555,0.13,0,0
Existing Customer,50,M,1,39,2,3,2,31999,0.073,0,0
Existing Customer,57,M,2,36,1,1,3,21524,0.067,0,0
Existing Customer,40,M,4,36,2,2,2,16229,0.078,0,0
Existing Customer,52,M,0,47,2,1,1,33052,0.042,0,0
Existing Customer,45,F,3,36,2,2,2,16171,0.102,0,1
Existing Customer,48,F,2,41,2,2,2,3033,0.454,0,1
Existing Customer,39,F,3,33,2,1,2,1621,0,0,1
Existing Customer,49,F,4,36,1,1,2,3244,0,0,1
Existing Customer,45,M,2,27,2,2,3,4366,0.247,0,0
Existing Customer,43,F,1,38,2,2,1,1129,0.557,0,1
Existing Customer,45,M,3,31,2,1,3,33007,0.044,0,0
Attrited Customer,38,M,1,30,5,3,3,8459,0.222,1,0
Attrited Customer,54,M,2,47,2,2,2,13769,0,1,0
Attrited Customer,39,M,2,23,5,2,3,17590,0.017,1,0
Existing Customer,49,F,5,38,1,2,2,13000,0.134,0,1
Existing Customer,45,M,4,38,1,1,3,9036,0,0,0
Existing Customer,54,M,1,36,1,2,3,10815,0.156,0,0
Existing Customer,40,F,3,29,1,1,1,2816,0.396,0,1
Existing Customer,49,M,5,35,1,2,2,33452,0.031,0,0
Attrited Customer,48,M,1,38,4,2,2,13174,0,1,0
Existing Customer,43,M,1,36,1,1,2,10131,0.096,0,0
Existing Customer,42,M,3,36,1,2,3,29193,0.077,0,0
Existing Customer,49,M,4,36,1,1,1,32882,0.047,0,0
Existing Customer,43,M,4,36,1,1,3,32774,0.05,0,0
Existing Customer,44,F,5,34,2,1,3,1255,0.496,0,1
Existing Customer,45,M,3,34,1,2,3,24783,0.063,0,0
Existing Customer,38,F,1,29,2,3,3,6370,0.151,0,1
Existing Customer,44,M,1,33,2,2,3,33458,0.031,0,0
Existing Customer,45,M,4,34,2,2,1,33028,0.043,0,0
Existing Customer,51,F,2,32,1,3,2,12531,0.167,0,1
Existing Customer,41,M,3,29,2,2,1,7415,0.208,0,0
Existing Customer,51,M,1,45,2,3,3,11548,0,0,0
Existing Customer,56,F,2,39,1,2,3,7083,0.192,0,1
Existing Customer,42,M,4,33,1,3,1,2896,0.454,0,0
Attrited Customer,52,F,2,41,2,3,3,1091,0.698,1,1
Existing Customer,49,F,1,37,2,3,1,13922,0.129,0,1
Attrited Customer,50,M,2,42,2,1,2,31782,0,1,0
Existing Customer,42,M,2,32,1,1,1,33076,0.042,0,0
Existing Customer,45,F,0,36,1,1,3,18174,0.049,0,1
Existing Customer,50,M,4,45,2,1,3,33050,0.042,0,0
Existing Customer,41,M,4,36,1,2,2,20178,0.072,0,0
Existing Customer,44,F,3,32,1,2,1,6875,0.133,0,1
Attrited Customer,51,M,4,46,2,3,3,33237,0.037,1,0
Existing Customer,48,M,4,36,1,2,3,26191,0.064,0,0
Existing Customer,40,M,3,30,2,3,2,21982,0.103,0,0
Existing Customer,49,M,0,39,2,1,3,930,0.581,0,0
Existing Customer,43,M,2,35,2,2,2,4897,0.164,0,0
Existing Customer,51,M,1,37,1,3,2,24902,0.088,0,0
